Table 340-46001 : Exchange Rates,,,,,,,,,,,,,,,,,,
1988,,6.13,6.36,2.0967,N.A.,N.A.,N.A.,0.0610,0.0107,N.A.,0.265,N.A.,13.92,3.89,N.A.,5.35,N.A.,7.806
1989,,6.18,6.60,2.0790,N.A.,N.A.,N.A.,0.0567,0.0116,N.A.,0.280,N.A.,12.81,4.00,N.A.,4.78,N.A.,7.800
1990,,6.09,6.68,1.6309,N.A.,N.A.,N.A.,0.0541,0.0110,2.89,0.274,0.315,13.92,4.31,N.A.,5.64,0.309,7.789
1991,,6.05,6.79,1.4611,N.A.,N.A.,N.A.,0.0578,0.0106,2.83,0.272,0.277,13.74,4.51,N.A.,5.44,0.307,7.771
1992,,5.69,6.41,1.4041,N.A.,N.A.,N.A.,0.0612,0.0099,3.05,0.291,0.305,13.66,4.76,N.A.,5.53,0.309,7.741
1993,,5.26,6.00,1.3440,N.A.,N.A.,N.A.,0.0699,0.0096,3.01,0.279,0.288,11.62,4.80,N.A.,5.24,0.310,7.736
1994,,5.66,5.66,0.8969,N.A.,N.A.,N.A.,0.0758,0.0096,2.96,0.283,0.295,11.85,5.08,N.A.,5.67,0.311,7.728
1995,,5.73,5.64,0.9264,N.A.,N.A.,N.A.,0.0828,0.0100,3.09,0.284,0.302,12.21,5.47,N.A.,6.56,0.312,7.736
1996,,6.06,5.67,0.9303,N.A.,N.A.,N.A.,0.0712,0.0096,3.08,0.274,0.295,12.08,5.49,N.A.,6.26,0.307,7.734
1997,,5.76,5.59,0.9340,N.A.,N.A.,N.A.,0.0641,0.0083,2.81,0.263,0.270,12.69,5.23,N.A.,5.34,0.262,7.742
1998,,4.88,5.23,0.9357,N.A.,N.A.,N.A.,0.0595,0.0056,1.99,0.230,0.194,12.83,4.64,N.A.,5.35,0.190,7.745
1999,,5.01,5.22,0.9375,8.27,N.A.,N.A.,0.0685,0.0065,2.04,0.240,0.201,12.55,4.58,N.A.,5.17,0.205,7.758
2000,,4.53,5.25,0.9419,7.20,N.A.,N.A.,0.0723,0.0069,2.04,0.248,0.180,11.81,4.52,N.A.,4.62,0.194,7.791
2001,,4.04,5.04,0.9430,6.99,N.A.,N.A.,0.0643,0.0060,2.04,0.232,0.157,11.24,4.36,N.A.,4.63,0.175,7.799
2002,,4.25,4.97,0.9448,7.38,N.A.,N.A.,0.0625,0.0063,2.04,0.229,0.156,11.73,4.36,N.A.,5.03,0.182,7.799
2003,,5.08,5.58,0.9446,8.81,N.A.,N.A.,0.0673,0.0065,2.04,0.227,0.146,12.73,4.47,N.A.,5.79,0.188,7.787
2004,,5.73,6.00,0.9415,9.69,N.A.,N.A.,0.0720,0.0068,2.04,0.233,0.140,14.27,4.61,N.A.,6.28,0.193,7.788
2005,,5.93,6.42,0.9500,9.68,N.A.,N.A.,0.0707,0.0076,2.05,0.242,0.144,14.15,4.67,N.A.,6.25,0.193,7.777
2006,,5.85,6.85,0.9742,9.77,N.A.,N.A.,0.0669,0.0081,2.12,0.242,0.154,14.33,4.89,N.A.,6.21,0.205,7.768
2007,,6.55,7.30,1.0300,10.70,N.A.,N.A.,0.0664,0.0084,2.27,0.242,0.170,15.62,5.18,N.A.,6.51,0.242,7.801
2008,,6.63,7.34,1.1236,11.45,N.A.,N.A.,0.0756,0.0072,2.34,0.254,0.180,14.42,5.51,N.A.,7.21,0.236,7.787
2009,,6.16,6.83,1.1343,10.82,0.161,N.A.,0.0830,0.0061,2.20,0.243,0.167,12.16,5.34,N.A.,7.16,0.226,7.752
2010,,7.15,7.54,1.1503,10.31,0.170,N.A.,0.0888,0.0067,2.42,0.255,0.175,12.01,5.71,N.A.,7.47,0.245,7.769
2011,,8.04,7.87,1.2069,10.84,0.168,N.A.,0.0978,0.0070,2.55,0.274,0.177,12.48,6.20,N.A.,8.82,0.256,7.784
2012,,8.03,7.76,1.2304,9.97,0.146,N.A.,0.0973,0.0069,2.51,0.268,0.186,12.29,6.21,N.A.,8.27,0.250,7.756
2013,,7.50,7.53,1.2635,10.30,0.134,N.A.,0.0796,0.0071,2.46,0.269,0.185,12.13,6.20,N.A.,8.37,0.253,7.756
2014,,7.00,7.03,1.2590,10.30,0.127,N.A.,0.0734,0.0074,2.37,0.263,0.179,12.78,6.12,N.A.,8.48,0.239,7.754
2015,,5.83,6.07,1.2299,8.60,0.121,N.A.,0.0640,0.0069,2.00,0.251,0.174,11.85,5.64,N.A.,8.06,0.227,7.752
2016,,5.78,5.86,1.1664,8.59,0.116,N.A.,0.0716,0.0067,1.87,0.247,0.166,10.51,5.62,N.A.,7.88,0.220,7.762
2017,,5.98,6.01,1.1552,8.82,0.120,N.A.,0.0695,0.0069,1.81,0.262,0.157,10.05,5.65,N.A.,7.92,0.230,7.794
2018,,5.86,6.05,1.1855,9.25,0.115,N.A.,0.0709,0.0071,1.94,0.263,0.152,10.46,5.81,N.A.,8.01,0.243,7.839
2019,,5.44,5.91,1.1332,8.77,0.111,0.0006,0.0719,0.0067,1.89,0.256,0.153,10.00,5.74,0.54,7.89,0.253,7.836
2020,,5.36,5.79,1.1248,8.86,0.105,0.0005,0.0727,0.0066,1.85,0.261,0.157,9.96,5.63,0.47,8.28,0.249,7.757
2021,,5.84,6.20,1.2054,9.20,0.105,0.0005,0.0708,0.0068,1.88,0.273,0.160,10.69,5.78,0.53,8.51,0.244,7.774
2022,,5.44,6.02,1.1634,8.24,0.100,0.0005,0.0599,0.0061,1.78,0.263,0.145,9.67,5.68,0.48,8.20,0.224,7.832
1975,Jan,6.35,4.79,2.6412,N.A.,N.A.,N.A.,0.0160,0.0098,N.A.,0.127,N.A.,11.11,2.07,N.A.,1.89,N.A.,4.765
1975,Feb,6.29,4.66,2.6200,N.A.,N.A.,N.A.,0.0160,0.0096,N.A.,0.124,N.A.,11.00,2.06,N.A.,1.88,N.A.,4.657
1975,Mar,6.52,4.77,2.7018,N.A.,N.A.,N.A.,0.0167,0.0099,N.A.,0.126,N.A.,11.41,2.14,N.A.,1.94,N.A.,4.778
1975,Apr,6.62,4.87,2.7564,N.A.,N.A.,N.A.,0.0169,0.0102,N.A.,0.130,N.A.,11.54,2.15,N.A.,1.92,N.A.,4.918
1975,May,6.61,4.78,2.7490,N.A.,N.A.,N.A.,0.0169,0.0100,N.A.,0.129,N.A.,11.32,2.17,N.A.,1.96,N.A.,4.907
1975,Jun,6.63,4.82,2.7646,N.A.,N.A.,N.A.,0.0169,0.0099,N.A.,0.129,N.A.,11.30,2.17,N.A.,1.98,N.A.,4.947
1975,Jul,6.56,4.86,2.7148,N.A.,N.A.,N.A.,0.0169,0.0098,N.A.,0.130,N.A.,10.93,2.09,N.A.,1.92,N.A.,5.003
1975,Aug,6.49,4.89,2.6247,N.A.,N.A.,N.A.,0.0170,0.0096,N.A.,0.132,N.A.,10.71,2.05,N.A.,1.89,N.A.,5.062
1975,Sep,6.44,4.94,2.5975,N.A.,N.A.,N.A.,0.0169,0.0096,N.A.,0.133,N.A.,10.57,2.03,N.A.,1.87,N.A.,5.064
1975,Oct,6.39,4.92,2.5674,N.A.,N.A.,N.A.,0.0167,0.0096,N.A.,0.133,N.A.,10.38,2.03,N.A.,1.89,N.A.,5.044
1975,Nov,6.36,4.96,2.5674,N.A.,N.A.,N.A.,0.0166,0.0097,N.A.,0.132,N.A.,10.32,2.03,N.A.,1.90,N.A.,5.030
1975,Dec,6.34,4.98,2.5674,N.A.,N.A.,N.A.,0.0165,0.0096,N.A.,0.132,N.A.,10.21,2.02,N.A.,1.92,N.A.,5.047
1976,Jan,6.30,4.98,2.5674,N.A.,N.A.,N.A.,0.0164,0.0097,N.A.,0.132,N.A.,10.17,2.02,N.A.,1.92,N.A.,5.012
1976,Feb,6.29,5.03,2.5674,N.A.,N.A.,N.A.,0.0165,0.0097,N.A.,0.131,N.A.,10.13,2.01,N.A.,1.94,N.A.,4.995
1976,Mar,6.22,5.05,2.5622,N.A.,N.A.,N.A.,0.0165,0.0097,N.A.,0.131,N.A.,9.68,2.00,N.A.,1.94,N.A.,4.973
1976,Apr,6.12,5.01,2.5297,N.A.,N.A.,N.A.,0.0165,0.0098,N.A.,0.130,N.A.,9.10,1.99,N.A.,1.95,N.A.,4.929
1976,May,6.05,5.00,2.5083,N.A.,N.A.,N.A.,0.0164,0.0099,N.A.,0.129,N.A.,8.86,1.98,N.A.,1.97,N.A.,4.897
1976,Jun,6.05,5.06,2.5044,N.A.,N.A.,N.A.,0.0164,0.0099,N.A.,0.130,N.A.,8.70,1.99,N.A.,1.99,N.A.,4.928
1976,Jul,6.10,5.08,2.5149,N.A.,N.A.,N.A.,0.0167,0.0102,N.A.,0.130,N.A.,8.81,2.00,N.A.,1.98,N.A.,4.932
1976,Aug,6.09,4.98,2.5272,N.A.,N.A.,N.A.,0.0169,0.0101,N.A.,0.130,N.A.,8.76,2.00,N.A.,1.98,N.A.,4.910
1976,Sep,6.08,5.02,2.5432,N.A.,N.A.,N.A.,0.0170,0.0101,N.A.,0.129,N.A.,8.48,1.99,N.A.,1.98,N.A.,4.893
1976,Oct,5.99,5.00,2.5556,N.A.,N.A.,N.A.,0.0167,0.0101,N.A.,0.128,N.A.,7.99,1.98,N.A.,1.99,N.A.,4.861
1976,Nov,5.80,4.86,2.5556,N.A.,N.A.,N.A.,0.0162,0.0100,N.A.,0.127,N.A.,7.85,1.95,N.A.,1.96,N.A.,4.784
1976,Dec,4.97,4.65,2.5462,N.A.,N.A.,N.A.,0.0161,0.0099,N.A.,0.126,N.A.,7.95,1.93,N.A.,1.94,N.A.,4.743
1977,Jan,5.05,4.62,2.5166,N.A.,N.A.,N.A.,0.0160,0.0096,N.A.,0.123,N.A.,8.01,1.90,N.A.,1.88,N.A.,4.672
1977,Feb,5.04,4.53,2.4925,N.A.,N.A.,N.A.,0.0163,0.0096,N.A.,0.123,N.A.,7.96,1.89,N.A.,1.84,N.A.,4.651
1977,Mar,5.06,4.41,2.4925,N.A.,N.A.,N.A.,0.0165,0.0096,N.A.,0.123,N.A.,7.95,1.88,N.A.,1.82,N.A.,4.632
1977,Apr,5.10,4.42,2.4925,N.A.,N.A.,N.A.,0.0168,0.0096,N.A.,0.123,N.A.,7.97,1.88,N.A.,1.84,N.A.,4.643
1977,May,5.13,4.47,2.4925,N.A.,N.A.,N.A.,0.0168,0.0096,N.A.,0.123,N.A.,8.03,1.90,N.A.,1.86,N.A.,4.680
1977,Jun,5.19,4.44,2.4925,N.A.,N.A.,N.A.,0.0172,0.0096,N.A.,0.124,N.A.,8.05,1.90,N.A.,1.88,N.A.,4.690
1977,Jul,5.22,4.39,2.4925,N.A.,N.A.,N.A.,0.0176,0.0097,N.A.,0.123,N.A.,8.01,1.89,N.A.,1.93,N.A.,4.653
1977,Aug,5.14,4.33,2.4925,N.A.,N.A.,N.A.,0.0174,0.0096,N.A.,0.123,N.A.,8.09,1.90,N.A.,1.93,N.A.,4.651
1977,Sep,5.15,4.35,2.4997,N.A.,N.A.,N.A.,0.0174,0.0096,N.A.,0.123,N.A.,8.13,1.91,N.A.,1.96,N.A.,4.665
1977,Oct,5.25,4.27,2.5288,N.A.,N.A.,N.A.,0.0184,0.0096,N.A.,0.124,N.A.,8.28,1.93,N.A.,2.05,N.A.,4.685
1977,Nov,5.28,4.22,2.5589,N.A.,N.A.,N.A.,0.0191,0.0096,N.A.,0.124,N.A.,8.52,1.96,N.A.,2.13,N.A.,4.681
1977,Dec,5.27,4.23,2.5999,N.A.,N.A.,N.A.,0.0192,0.0096,N.A.,0.123,N.A.,8.60,1.98,N.A.,2.23,N.A.,4.640
1978,Jan,5.25,4.19,2.6624,N.A.,N.A.,N.A.,0.0191,0.0096,N.A.,0.122,N.A.,8.91,1.97,N.A.,2.32,N.A.,4.611
1978,Feb,5.24,4.14,2.7152,N.A.,N.A.,N.A.,0.0192,0.0096,N.A.,0.122,N.A.,8.96,1.98,N.A.,2.43,N.A.,4.612
1978,Mar,5.26,4.11,2.7786,N.A.,N.A.,N.A.,0.0199,0.0095,N.A.,0.122,N.A.,8.82,2.00,N.A.,2.44,N.A.,4.615
1978,Apr,5.28,4.06,2.7444,N.A.,N.A.,N.A.,0.0208,0.0095,N.A.,0.122,N.A.,8.56,1.99,N.A.,2.44,N.A.,4.624
1978,May,5.25,4.16,2.7338,N.A.,N.A.,N.A.,0.0206,0.0096,N.A.,0.123,N.A.,8.46,1.99,N.A.,2.37,N.A.,4.651
1978,Jun,5.29,4.15,2.7338,N.A.,N.A.,N.A.,0.0217,0.0096,N.A.,0.123,N.A.,8.55,2.00,N.A.,2.47,N.A.,4.654
1978,Jul,5.34,4.14,2.7338,N.A.,N.A.,N.A.,0.0232,0.0096,N.A.,0.128,N.A.,8.80,2.02,N.A.,2.58,N.A.,4.653
1978,Aug,5.43,4.13,2.7487,N.A.,N.A.,N.A.,0.0250,0.0096,N.A.,0.130,N.A.,9.15,2.09,N.A.,2.89,N.A.,4.707
1978,Sep,5.47,4.08,2.7705,N.A.,N.A.,N.A.,0.0250,0.0097,N.A.,0.130,N.A.,9.30,2.12,N.A.,3.02,N.A.,4.746
1978,Oct,5.53,4.01,2.7961,N.A.,N.A.,N.A.,0.0258,0.0098,N.A.,0.130,N.A.,9.50,2.18,N.A.,3.09,N.A.,4.734
1978,Nov,5.49,4.09,2.8760,N.A.,N.A.,N.A.,0.0251,0.0098,N.A.,0.130,N.A.,9.41,2.19,N.A.,2.88,N.A.,4.795
1978,Dec,5.48,4.07,2.9164,N.A.,N.A.,N.A.,0.0245,0.0099,N.A.,0.130,N.A.,9.53,2.21,N.A.,2.87,N.A.,4.802
1979,Jan,5.44,4.01,2.9709,N.A.,N.A.,N.A.,0.0242,0.0098,N.A.,0.121,N.A.,9.57,2.20,N.A.,2.87,N.A.,4.761
1979,Feb,5.43,4.01,2.9936,N.A.,N.A.,N.A.,0.0239,0.0098,N.A.,0.113,N.A.,9.62,2.21,N.A.,2.87,N.A.,4.802
1979,Mar,5.48,4.16,3.0376,N.A.,N.A.,N.A.,0.0237,0.0099,N.A.,0.113,N.A.,9.95,2.25,N.A.,2.90,N.A.,4.883
1979,Apr,5.67,4.46,3.1677,N.A.,N.A.,N.A.,0.0236,0.0103,N.A.,0.117,N.A.,10.59,2.32,N.A.,2.97,N.A.,5.106
1979,May,5.60,4.39,3.1817,N.A.,N.A.,N.A.,0.0232,0.0105,N.A.,0.118,N.A.,10.43,2.30,N.A.,2.93,N.A.,5.065
1979,Jun,5.68,4.37,3.2112,N.A.,N.A.,N.A.,0.0234,0.0105,N.A.,0.122,N.A.,10.79,2.33,N.A.,3.01,N.A.,5.116
1979,Jul,5.81,4.43,3.2978,N.A.,N.A.,N.A.,0.0238,0.0105,N.A.,0.131,N.A.,11.66,2.39,N.A.,3.13,N.A.,5.151
1979,Aug,5.79,4.39,3.3429,N.A.,N.A.,N.A.,0.0236,0.0106,N.A.,0.134,N.A.,11.50,2.38,N.A.,3.10,N.A.,5.129
1979,Sep,5.70,4.34,3.3085,N.A.,N.A.,N.A.,0.0228,0.0105,N.A.,0.135,N.A.,11.15,2.36,N.A.,3.14,N.A.,5.056
1979,Oct,5.56,4.25,3.2798,N.A.,N.A.,N.A.,0.0217,0.0103,N.A.,0.134,N.A.,10.74,2.31,N.A.,3.07,N.A.,4.996
1979,Nov,5.49,4.25,3.2798,N.A.,N.A.,N.A.,0.0205,0.0103,N.A.,0.130,N.A.,10.69,2.30,N.A.,3.05,N.A.,5.017
1979,Dec,5.47,4.23,3.2798,N.A.,N.A.,N.A.,0.0205,0.0103,N.A.,0.132,N.A.,10.90,2.28,N.A.,3.10,N.A.,4.950
1980,Jan,5.42,4.18,3.2700,N.A.,N.A.,N.A.,0.0205,0.0098,N.A.,0.125,N.A.,11.02,2.26,N.A.,3.06,N.A.,4.865
1980,Feb,5.42,4.24,3.2532,N.A.,N.A.,N.A.,0.0201,0.0084,N.A.,0.130,N.A.,11.23,2.28,N.A.,3.00,N.A.,4.900
1980,Mar,5.48,4.29,3.2783,N.A.,N.A.,N.A.,0.0202,0.0086,N.A.,0.130,N.A.,11.11,2.27,N.A.,2.86,N.A.,5.020
1980,Apr,5.48,4.21,3.2552,N.A.,N.A.,N.A.,0.0200,0.0084,N.A.,0.126,N.A.,11.09,2.24,N.A.,2.86,N.A.,4.993
1980,May,5.57,4.19,3.2664,N.A.,N.A.,N.A.,0.0216,0.0082,N.A.,0.120,N.A.,11.33,2.28,N.A.,2.96,N.A.,4.912
1980,Jun,5.69,4.28,3.3230,N.A.,N.A.,N.A.,0.0226,0.0082,N.A.,0.126,N.A.,11.52,2.32,N.A.,3.02,N.A.,4.922
1980,Jul,5.71,4.27,3.3648,N.A.,N.A.,N.A.,0.0223,0.0081,N.A.,0.132,N.A.,11.69,2.33,N.A.,3.07,N.A.,4.920
1980,Aug,5.75,4.27,3.3648,N.A.,N.A.,N.A.,0.0221,0.0080,N.A.,0.133,N.A.,11.75,2.33,N.A.,3.00,N.A.,4.951
1980,Sep,5.81,4.26,3.3648,N.A.,N.A.,N.A.,0.0231,0.0080,N.A.,0.135,N.A.,11.93,2.34,N.A.,3.03,N.A.,4.958
1980,Oct,5.91,4.31,3.3795,N.A.,N.A.,N.A.,0.0241,0.0079,N.A.,0.135,N.A.,12.16,2.41,N.A.,3.04,N.A.,5.028
1980,Nov,5.96,4.31,3.3588,N.A.,N.A.,N.A.,0.0240,0.0077,N.A.,0.132,N.A.,12.24,2.44,N.A.,2.96,N.A.,5.100
1980,Dec,6.02,4.30,3.3399,N.A.,N.A.,N.A.,0.0245,0.0078,N.A.,0.137,N.A.,12.08,2.44,N.A.,2.89,N.A.,5.144
1981,Jan,6.11,4.36,3.3491,N.A.,N.A.,N.A.,0.0256,0.0078,N.A.,0.136,N.A.,12.48,2.48,N.A.,2.85,N.A.,5.184
1981,Feb,6.17,4.43,3.3083,N.A.,N.A.,N.A.,0.0258,0.0079,N.A.,0.131,N.A.,12.17,2.54,N.A.,2.73,N.A.,5.307
1981,Mar,6.17,4.45,3.2688,N.A.,N.A.,N.A.,0.0254,0.0079,N.A.,0.132,N.A.,11.82,2.52,N.A.,2.76,N.A.,5.299
1981,Apr,6.18,4.50,3.2510,N.A.,N.A.,N.A.,0.0249,0.0079,N.A.,0.136,N.A.,11.70,2.54,N.A.,2.73,N.A.,5.355
1981,May,6.22,4.54,3.1982,N.A.,N.A.,N.A.,0.0247,0.0079,N.A.,0.135,N.A.,11.42,2.54,N.A.,2.65,N.A.,5.447
1981,Jun,6.30,4.59,3.1478,N.A.,N.A.,N.A.,0.0247,0.0080,N.A.,0.139,N.A.,10.93,2.58,N.A.,2.67,N.A.,5.521
1981,Jul,6.51,4.71,3.2251,N.A.,N.A.,N.A.,0.0246,0.0083,N.A.,0.145,N.A.,10.71,2.64,N.A.,2.72,N.A.,5.693
1981,Aug,6.78,4.86,3.2838,N.A.,N.A.,N.A.,0.0255,0.0086,N.A.,0.148,N.A.,10.86,2.74,N.A.,2.75,N.A.,5.939
1981,Sep,6.92,5.03,3.4005,N.A.,N.A.,N.A.,0.0263,0.0087,N.A.,0.153,N.A.,10.97,2.81,N.A.,2.98,N.A.,6.021
1981,Oct,6.87,5.00,3.4800,N.A.,N.A.,N.A.,0.0260,0.0087,N.A.,0.153,N.A.,11.11,2.87,N.A.,3.20,N.A.,5.996
1981,Nov,6.51,4.78,3.3171,N.A.,N.A.,N.A.,0.0254,0.0082,N.A.,0.142,N.A.,10.84,2.76,N.A.,3.19,N.A.,5.670
1981,Dec,6.41,4.77,3.2594,N.A.,N.A.,N.A.,0.0258,0.0081,N.A.,0.141,N.A.,10.78,2.75,N.A.,3.12,N.A.,5.640
1982,Jan,6.47,4.86,3.2660,N.A.,N.A.,N.A.,0.0259,0.0082,N.A.,0.144,N.A.,10.96,2.81,N.A.,3.16,N.A.,5.786
1982,Feb,6.40,4.86,3.2585,N.A.,N.A.,N.A.,0.0251,0.0083,N.A.,0.144,N.A.,10.90,2.80,N.A.,3.12,N.A.,5.887
1982,Mar,6.21,4.78,3.2118,N.A.,N.A.,N.A.,0.0243,0.0082,N.A.,0.145,N.A.,10.56,2.76,N.A.,3.10,N.A.,5.828
1982,Apr,6.14,4.77,3.1736,N.A.,N.A.,N.A.,0.0240,0.0081,N.A.,0.137,N.A.,10.36,2.74,N.A.,2.98,N.A.,5.828
1982,May,6.12,4.68,3.1736,N.A.,N.A.,N.A.,0.0244,0.0079,N.A.,0.136,N.A.,10.46,2.76,N.A.,2.96,N.A.,5.754
1982,Jun,6.07,4.62,3.1379,N.A.,N.A.,N.A.,0.0235,0.0079,N.A.,0.139,N.A.,10.35,2.75,N.A.,2.84,N.A.,5.863
1982,Jul,5.99,4.66,3.0941,N.A.,N.A.,N.A.,0.0232,0.0080,N.A.,0.140,N.A.,10.28,2.76,N.A.,2.83,N.A.,5.900
1982,Aug,5.97,4.88,3.1147,N.A.,N.A.,N.A.,0.0235,0.0082,N.A.,0.143,N.A.,10.50,2.82,N.A.,2.88,N.A.,6.066
1982,Sep,5.89,4.96,3.1250,N.A.,N.A.,N.A.,0.0233,0.0082,N.A.,0.146,N.A.,10.51,2.83,N.A.,2.87,N.A.,6.113
1982,Oct,6.26,5.38,3.2886,N.A.,N.A.,N.A.,0.0245,0.0088,N.A.,0.158,N.A.,11.27,3.02,N.A.,3.05,N.A.,6.593
1982,Nov,6.31,5.45,3.3660,N.A.,N.A.,N.A.,0.0253,0.0089,N.A.,0.163,N.A.,10.95,3.03,N.A.,3.04,N.A.,6.669
1982,Dec,6.35,5.30,3.3561,N.A.,N.A.,N.A.,0.0270,0.0088,N.A.,0.159,N.A.,10.65,3.05,N.A.,3.19,N.A.,6.552
1983,Jan,6.43,5.33,3.4082,N.A.,N.A.,N.A.,0.0281,0.0087,N.A.,0.157,N.A.,10.34,3.15,N.A.,3.33,N.A.,6.533
1983,Feb,6.40,5.39,3.3672,N.A.,N.A.,N.A.,0.0280,0.0088,N.A.,0.163,N.A.,10.14,3.19,N.A.,3.28,N.A.,6.610
1983,Mar,5.90,5.44,3.3648,N.A.,N.A.,N.A.,0.0280,0.0088,N.A.,0.162,N.A.,9.95,3.20,N.A.,3.23,N.A.,6.654
1983,Apr,5.92,5.55,3.4085,N.A.,N.A.,N.A.,0.0287,0.0089,N.A.,0.164,N.A.,10.53,3.24,N.A.,3.32,N.A.,6.800
1983,May,6.15,5.69,3.5128,N.A.,N.A.,N.A.,0.0298,0.0091,N.A.,0.166,N.A.,11.04,3.35,N.A.,3.40,N.A.,6.981
1983,Jun,6.40,5.92,3.6432,N.A.,N.A.,N.A.,0.0304,0.0093,N.A.,0.176,N.A.,11.35,3.44,N.A.,3.46,N.A.,7.253
1983,Jul,6.30,5.83,3.5853,N.A.,N.A.,N.A.,0.0299,0.0092,N.A.,0.172,N.A.,11.00,3.37,N.A.,3.39,N.A.,7.180
1983,Aug,6.56,6.04,3.7471,N.A.,N.A.,N.A.,0.0305,0.0094,N.A.,0.176,N.A.,11.20,3.48,N.A.,3.45,N.A.,7.437
1983,Sep,7.17,6.53,4.0124,N.A.,N.A.,N.A.,0.0334,0.0101,N.A.,0.186,N.A.,12.08,3.78,N.A.,3.71,N.A.,8.012
1983,Oct,7.46,6.60,4.1394,N.A.,N.A.,N.A.,0.0350,0.0103,N.A.,0.196,N.A.,12.26,3.83,N.A.,3.85,N.A.,8.103
1983,Nov,7.17,6.32,3.9527,N.A.,N.A.,N.A.,0.0332,0.0098,N.A.,0.183,N.A.,11.55,3.67,N.A.,3.60,N.A.,7.813
1983,Dec,7.07,6.27,3.9527,N.A.,N.A.,N.A.,0.0334,0.0098,N.A.,0.184,N.A.,11.23,3.67,N.A.,3.56,N.A.,7.806
1984,Jan,7.09,6.26,3.8248,N.A.,N.A.,N.A.,0.0334,0.0098,N.A.,0.183,N.A.,11.00,3.67,N.A.,3.49,N.A.,7.799
1984,Feb,7.31,6.25,3.7798,N.A.,N.A.,N.A.,0.0334,0.0098,N.A.,0.184,N.A.,11.25,3.67,N.A.,3.54,N.A.,7.788
1984,Mar,7.43,6.15,3.7869,N.A.,N.A.,N.A.,0.0347,0.0098,N.A.,0.187,N.A.,11.39,3.74,N.A.,3.63,N.A.,7.793
1984,Apr,7.22,6.11,3.7483,N.A.,N.A.,N.A.,0.0348,0.0098,N.A.,0.187,N.A.,11.14,3.75,N.A.,3.57,N.A.,7.808
1984,May,7.10,6.05,3.5874,N.A.,N.A.,N.A.,0.0340,0.0098,N.A.,0.184,N.A.,10.89,3.73,N.A.,3.45,N.A.,7.816
1984,Jun,6.91,6.00,3.5405,N.A.,N.A.,N.A.,0.0335,0.0098,N.A.,0.184,N.A.,10.79,3.71,N.A.,3.43,N.A.,7.814
